"seqnames"	"arm"	"start"	"end"	"TGL48_0001_Ct_T_PE_312_WG"	"TGL48_0001_Ct_T_PE_321_WG"	"TGL48_0001_Ct_T_PE_324_WG"	"TGL48_0001_Ct_T_PE_326_WG"	"TGL48_0001_Ct_T_PE_327_WG"	"TGL48_0002_Ct_T_PE_316_WG"	"TGL48_0002_Ct_T_PE_317_WG"	"TGL48_0002_Ct_T_PE_321_WG"	"TGL48_0002_Ct_T_PE_322_WG"	"TGL48_0002_Ct_T_PE_333_WG"	"TGL48_0003_Ct_T_PE_309_WG"	"TGL48_0003_Ct_T_PE_314_WG"	"TGL48_0003_Ct_T_PE_326_WG"	"TGL48_0003_Ct_T_PE_328_WG"	"TGL48_0004_Ct_T_PE_317_WG"	"TGL48_0004_Ct_T_PE_324_WG"	"TGL48_0004_Ct_T_PE_327_WG"	"TGL48_0004_Ct_T_PE_334_WG"	"TGL48_0005_Ct_T_PE_322_WG"	"TGL48_0005_Ct_T_PE_323_WG"	"TGL48_0005_Ct_T_PE_327_WG"	"TGL48_0005_Ct_T_PE_330_WG"	"TGL48_0006_Ct_T_PE_317_WG"	"TGL48_0006_Ct_T_PE_327_WG"	"TGL48_0006_Ct_T_PE_331_WG"	"TGL48_0006_Ct_T_PE_332_WG"	"TGL48_0006_Ct_T_PE_333_WG"	"TGL48_0007_Ct_T_PE_320_WG"	"TGL48_0007_Ct_T_PE_321_WG"	"TGL48_0007_Ct_T_PE_324_WG"	"TGL48_0007_Ct_T_PE_328_WG"	"TGL48_0008_Ct_T_PE_321_WG"	"TGL48_0009_Ct_T_PE_320_WG"	"TGL48_0009_Ct_T_PE_327_WG"	"TGL48_0009_Ct_T_PE_328_WG"	"TGL48_0009_Ct_T_PE_329_WG"	"TGL48_0010_Ct_T_PE_328_WG"	"TGL48_0010_Ct_T_PE_329_WG"	"TGL48_0010_Ct_T_PE_330_WG"	"TGL48_0010_Ct_T_PE_333_WG"	"TGL48_0010_Ct_T_PE_335_WG"	"TGL48_0011_Ct_T_PE_315_WG"	"TGL48_0011_Ct_T_PE_319_WG"	"TGL48_0011_Ct_T_PE_322_WG"	"TGL48_0011_Ct_T_PE_324_WG"	"TGL48_0011_Ct_T_PE_325_WG"
"chr1"	"1p"	100000	5499999	-0.0257429792967387	-0.0230445342013763	-0.0234803726629973	-0.017001508708192	-0.0228099025742785	-0.0286607314333083	-0.0223662878652853	-0.0278628638823426	-0.0201248618263676	-0.0231682516520915	-0.0228424118497703	-0.0101439321872689	-0.0180516758119519	-0.0242414654360527	-0.0268997064650085	-0.0120828796107722	-0.0233764250677426	-0.0258804316451683	-0.0223855382852939	-0.0283989421374076	-0.018446274045665	-0.0190436569183981	-0.0179684637190879	-0.0250677299266204	-0.0299700967155145	-0.0189601992580487	-0.0143123318435661	-0.0280013477872107	-0.0214262909112431	-0.0249224119229641	-0.0204113200607214	-0.0204401515900818	-0.0186509015668284	-0.0241261420230272	-0.0188073695640469	-0.0192455990153919	-0.0204973571090065	-0.00964942508131611	-0.0215020258886519	-0.0229489637075707	-0.0233009707947048	-0.0189066733645821	-0.0196901856603458	-0.0202230878329695	-0.019779831987667	-0.0232646472164171
"chr1"	"1p"	5500000	10499999	0.000250596855142864	0.000729081116270289	0.00259879849587288	-0.0013387071164379	-0.00640952689096183	-0.00308026759511948	0.00450546080172732	0.012881118622273	0.00817524348413506	-7.78560787754005e-05	-0.00321625635194374	0.00460914312172459	0.0111009718233221	-0.00511773535577502	-0.00217204568908414	0.00506394017236178	-0.00143931965431255	0.00377372120489261	0.00485944195392106	-0.00358463613650569	0.01553451317487	0.0201485783415026	-0.00399159917211431	0.00730397615199945	-0.00255682823811827	0.00322853468325374	0.000413420296807112	-0.00565856241680659	0.00744184290387924	-0.0102526929170134	0.00106391125717829	0.00684767718344917	-0.0077126678979301	0.00233560333799952	-0.00043025681456745	-0.00190954273649951	-0.00196869030588228	0.00313827593687551	-0.00610195436919719	1.44182745813485e-05	0.00197521359926015	0.00715930584445312	0.00246617670429264	0.00741016301833029	0.000230421057431522	0.00826677924577026
"chr1"	"1p"	10500000	15699999	-0.00883526765903388	-0.0131916403253005	-0.020008002610579	-0.00298076398419751	-0.00647565169170123	-0.0196257764163146	-0.015627382467208	-0.0124156237540572	-0.00993401409674811	-0.00667512849641484	-0.00503630404423033	-0.0112133261379132	-0.0120093969927039	-0.00946727550811374	-0.0174470137178242	-0.0100910934310356	-0.00901528569947839	-0.0116316929396774	-0.0147892508879114	-0.00805272550456052	-0.0111166047886584	-0.00512560797028798	-0.0189151827304127	-0.00438760195937109	-0.00472235259106073	-0.00571853078724524	-0.0055612407120656	-0.0024509636651471	-0.0178629207282014	-0.00920951852154523	-0.0231978108297516	-0.0144869870074089	-0.0096609515432866	-0.0165572672539844	-0.0103777007898036	-0.00981609982997722	-0.00883334668363372	-0.00462541090428911	-0.0131508568031329	-0.0100653143733079	-0.00610451340414812	-0.00962281323497586	-0.00412205055214388	-0.0170447612673612	-0.0177049875447493	-0.0174738034850358
"chr1"	"1p"	15700000	20899999	-0.00551546186958502	-0.0137740219395778	-0.00512434942913583	-0.0116609504973117	-0.0130874717432827	-0.00747727915508208	-0.00751818051447687	-0.00319933071017364	-0.0120753385302907	-0.0121038082580742	-0.0142289300767434	-0.00810329496945842	-0.00710668188464045	-0.0130458152214513	-0.0116074789631848	-0.0112650709388477	-0.0124685732194994	-0.0138442867023454	-0.0121705249663787	-0.0100564366003932	-0.00629377548510744	-0.00658861789376853	-0.0147068475880044	-0.00210080347884469	-0.0113261167312329	-0.00759118427579018	-0.00187911066892473	-0.000296408338443022	-0.00995678057515983	-0.0132572726500375	-0.00272232545019331	-0.00948438918466356	-0.0105741497065146	-0.00685853770401832	-0.0172554538285637	-0.0128967281034026	-0.0116669160188487	-0.0125283232477232	-0.0190586637993627	-0.0131307808855568	-0.00540723237505307	-0.013140338779958	-0.00190594270591584	-0.00824415286324808	-0.0197863752901362	-0.00996655340441788
"chr1"	"1p"	20900000	25899999	0.00488525532632086	0.00116187971301061	-0.00891977106863571	0.0112407217862922	0.00691188055600574	0.01132299240453	0.007495714056808	0.00692138178066997	-0.00022019148286138	0.0104056246518723	0.0116930886824536	0.00608426918647	0.0089261573227008	-0.00451698020996602	0.00661286505582932	0.000656958987330361	-0.00199981220465168	0.00689183082672466	0.0103384276900008	0.00420586903039758	0.000374503794688929	-8.64902284260082e-05	0.01124420146953	0.00614121958844219	0.00849234506156832	0.00498631128909695	0.00305529067080921	0.0120738120925866	-0.00274286066174496	0.00870507625716977	-0.000103406539786264	0.0115452385541841	0.000756871907396421	-7.16094241541216e-05	0.0104989450580579	0.0040402191677561	0.0151943777414436	0.002253354289858	0.00673522014359593	0.00442896770474439	0.012085648301227	0.00569859257858723	0.0145583318789846	0.0132333922816932	0.00415493787240297	0.00215799500718924
"chr1"	"1p"	25900000	30999999	0.0148193903136579	0.00942254210105557	0.0107479853938201	0.0089256798996641	0.00976253314639576	0.0110580550703514	0.0120733740172856	0.0139503348777405	0.0166933426406271	0.0168555796669776	0.0125194999522689	0.0124016107222267	0.015258807346401	0.0129643705442221	0.0117233538015811	0.0118063159033496	0.0279558652279457	0.00883196810898597	0.0116142319745839	0.00851391415185168	0.0153433683056999	0.00854623898324842	0.0193727281689333	0.0113038645062235	0.0117911726270885	0.00442464312669961	0.0132795388175326	0.00797507952856214	0.0130702794922887	0.00965822792593696	0.0166722379032665	0.010533928878665	0.0186748900347484	0.00781487406112395	0.0154924982942894	0.00886048199277367	0.0129964284232897	0.0120075507834495	0.00919942881145728	0.0144839006145554	0.0222250019221654	0.00474108187236405	0.0189001043635013	-0.00544246207473243	0.012897139936709	0.0188228725428934
"chr1"	"1p"	31000000	35999999	-0.00262657015217507	-0.00445136112956994	-0.000739364733679659	0.00342174182183754	0.000690620618631611	0.00562575078602114	0.00594277770283828	0.00548993644838586	0.00260674664862559	-0.000473094244074555	0.00399969244857902	-0.0066153300956921	-0.00277982388701108	0.00122163478794226	0.0035432887494537	0.00598296931943217	6.8997487586153e-05	0.00737903988904772	-0.00327290131171555	0.00707922624615039	0.000941931607897951	0.00231200975568498	0.000394446294003584	0.00139784464868012	0.0129266028627271	0.00328289056136327	0.00106672019102643	0.0120668317965711	0.00732931527151956	0.00188909287644044	0.00830393432449774	-0.00208327961920935	0.00988822562504743	0.00601168669973103	0.00440385818350233	-0.000380662526301061	0.0130115752833122	0.0125892685816563	-0.000225070148333519	0.0103535512138148	0.00139273972422364	0.00573948306467749	0.00412306678794225	9.0850408871258e-05	0.00278501176725438	0.00820339500178676
"chr1"	"1p"	36000000	40999999	0.0108753142232082	-0.00031634023525166	0.00325030812768663	0.00595161815617777	0.00381688520025074	0.0037518166356239	0.0119460133072164	0.0148733224037809	0.00738957890572659	0.00350695319532612	0.00578607169437754	-0.000112815813358864	0.00693966637146632	-0.0052308204412547	0.00704424088637824	-0.00102766191348505	0.0037839694426582	0.00335607290440033	0.00611194985101822	0.00692581311989396	0.0057038407788447	0.0014543269580754	0.000199792505661619	0.0144527716317796	-0.00293963450832577	0.0090703973376917	0.00180513463157894	0.00401241227835979	0.00928264991241528	0.0142509329228358	0.00647103229223225	0.0108543238004786	0.00512629945101501	-0.000501043265361693	0.0118478640575171	-0.00482194231597929	0.00913004462187241	0.012777013138929	0.00827046795444293	0.0072240999636707	0.0182481027397648	0.0105591336051148	0.00935947992622902	-0.00389369517164426	0.00503567113781227	0.00478260042683552
"chr1"	"1p"	41000000	45999999	0.0162806371508084	0.0101488167438717	0.00810201855500162	0.0123762432012202	0.0178997805426714	0.00978834913206402	0.0137729540348535	0.012789650581375	0.0102111108534115	0.0108550588424436	0.0126270048719118	0.0110347080839947	0.00594532366205646	0.00776958064311697	0.0111992051777714	0.0136546827461247	0.00964248550683948	0.00389698234418373	0.0172587558217439	0.0132487174623319	0.0170109013486947	0.00992986829730667	0.0129484543289502	0.0167774765157433	0.00738107932254168	0.0178529773339557	0.00941138950213817	0.0187913860728434	0.00976886647556622	0.0171389350293693	0.011501034741712	0.00592880240055473	0.00535886569133654	0.0134982428314092	0.00973187926059741	0.0107307629258001	0.0171006863333864	0.00360973681713664	0.00914527088205718	0.0113348550243297	0.0118115543544112	0.0164674840171384	0.00494279633569201	0.00751598972759481	0.0136036111807314	0.00659670521838092
"chr1"	"1p"	46000000	50999999	-0.00716514483482738	-0.0134886854818233	-0.00375302459197918	-0.0069818345391611	-0.0218058667095612	-0.00695279700989251	-0.0060904000199798	-0.00642847895729197	-0.00945981293013242	-0.00971239292369362	-0.019036532679473	-0.00492486115161472	-0.00254617551409614	-0.00956437095558784	-0.00851612839401612	-0.0137799402870028	-0.00785595413928495	-0.0116493403906726	-0.00662722749979413	-0.0051545780061221	-0.00875213118294844	-0.00787165592503427	-0.00898298103297457	-0.00876203941904917	-0.00992747168964227	-0.00354325334780106	-0.00904772406114995	-0.0148758847901207	-0.0130868398922662	-0.00925280438420277	-0.0127558536977725	-0.0111013977247267	-0.0174801247131056	-0.0178396248424711	-0.0104023689848208	-0.0131639224564471	-0.0111660966250223	-0.0115013841745645	-0.00535590747561701	-0.0050123331000584	-0.0135515250956187	-0.0100784526459734	-0.00248252871744116	-0.00792940079770286	-0.0116203894287777	-0.00784626788130939
